NM_000015	NAT2
NM_033303	ADRA1A
NM_000680	ADRA1A
NM_001322503	ADRA1A
NM_001190441	LGALS16
NM_182919	TICAM1
NM_181710	ZNRF4
NM_001007248	ZNF599
NM_152481	FAM187B
NM_153221	CILP2
NM_001039887	PROSER3
NM_001304350	ZNF558
NM_144693	ZNF558
NM_145057	CDC42EP5
NM_001098626	ZNF98
NM_004387	NKX2-5
NM_001166175	NKX2-5
NM_001166176	NKX2-5
NM_182515	ZNF714
NM_138286	ZNF681
NM_145173	DIRAS1
NM_152791	ZNF555
NM_001172775	ZNF555
NM_152484	ZNF569
NM_001330482	ZNF569
NM_001321991,NM_144694	ZNF570
NM_001321992	ZNF570
NM_001321993,NM_001321994	ZNF570
NM_001300993	ZNF570
NM_001270805,NM_205848	SYT6
NM_001255978,NM_001255979,NM_130898	CREB3L4
NM_001255980,NM_001255981	CREB3L4
NM_001170754	C1orf127
NM_144695	BROX
NM_001288579,NM_001288580	BROX
NM_001288581	BROX
NM_152486	SAMD11
NM_001134663,NM_001134664	SAMD13
NM_001010971	SAMD13
NM_153812	PHF13
NM_001327	CTAG1B
NM_001300839,NM_001300840,NM_001300841	CIART
NM_001300838,NM_144697	CIART
NM_001199679,NM_152487	TMEM56
NM_001143989	NBPF4
NM_152489	UBE2U
NM_004388	CTBS
NM_173508	SLC35F3
NM_001300845	SLC35F3
NM_001328	CTBP1
NM_001012614	CTBP1
NM_001280799	ANKRD35
NM_144698	ANKRD35
NM_001329712,NM_001329713,NM_001329714,NM_001329715,NM_001329716,NM_001329717,NM_001329718,NM_001329719,NM_173509	FAM163A
NM_001277155	B3GALNT2
NM_152490	B3GALNT2
NM_022802	CTBP2
NM_001083914,NM_001290214,NM_001290215,NM_001321012,NM_001321013,NM_001321014,NM_001329	CTBP2
NM_181644	MFSD4A
NM_152491	PM20D1
NM_001281836,NM_001281837,NM_001281838	GCSAML
NM_001281834,NM_001281835	GCSAML
NM_001281853,NM_145278	GCSAML
NM_001144884,NM_133496	SLC30A7
NM_152492	CCDC27
NM_001142544	CTF1
NM_001330	CTF1
NM_001097611	KNCN
NM_001322255	KNCN
NM_145279	MOB3C
NM_201403	MOB3C
NM_147193	GLIS1
NM_001278141	NBPF12
NM_001010857	LELP1
NM_001300851	RC3H1
NM_001300852	RC3H1
NM_001300850	RC3H1
NM_172071	RC3H1
NM_001099434	DCDC2B
NM_152493	ZNF362
NM_152494	DCST1
NM_001143687	DCST1
NM_153742	CTH
NM_001190463	CTH
NM_001902	CTH
NM_001136107	METTL11B
NM_001017961	FAM78B
NM_001320302	FAM78B
NM_005214	CTLA4
NM_001037631	CTLA4
NM_198149	SHISA4
NM_175876	EXOC8
NM_001256615	LOC149373
NM_001243532,NM_001243533,NM_152835	PDIK1L
NM_001159642	BNIPL
NM_138278	BNIPL
NM_001123395	CLDN19
NM_148960	CLDN19
NM_001185117	CLDN19
NM_001167965,NM_152498	CFAP57
NM_001195831	CFAP57
NM_001164829,NM_182517	C1orf210
NM_152499	CCDC24
NM_001349127	CCDC24
NM_001349128	CCDC24
NM_001349129	CCDC24
NM_001136537	BTBD19
NM_001190182	CCDC17
NM_001114938	CCDC17
NM_144702	LRRC71
NM_001324001	CTNNA1
NM_001290310	CTNNA1
NM_001290307	CTNNA1
NM_001290309	CTNNA1
NM_001323982,NM_001323983,NM_001323984,NM_001903	CTNNA1
NM_001324012,NM_001324013	CTNNA1
NM_001290312,NM_001323987,NM_001323988,NM_001323989,NM_001323990,NM_001323991,NM_001323992,NM_001323993,NM_001323994,NM_001323995,NM_001323996,NM_001323997,NM_001323998,NM_001323999,NM_001324000	CTNNA1
NM_001323986	CTNNA1
NM_001323985	CTNNA1
NM_001324006,NM_001324007,NM_001324008,NM_001324009,NM_001324010	CTNNA1
NM_001324002,NM_001324003,NM_001324004,NM_001324005	CTNNA1
NM_001324011	CTNNA1
NM_178840	C1orf64
NM_001164883	CTNNA2
NM_001282600	CTNNA2
NM_001320810	CTNNA2
NM_004389	CTNNA2
NM_001282598	CTNNA2
NM_001282597	CTNNA2
NM_001282599	CTNNA2
NM_001010858	RNF187
NM_198930	PYHIN1
NM_198928	PYHIN1
NM_198929	PYHIN1
NM_152501	PYHIN1
NM_001024601	SPATA45
NM_153606	FAM71A
NM_001018082	ADIG
NM_176791	GTSF1L
NM_001008901	GTSF1L
NM_004937	CTNS
NM_001031681	CTNS
NM_145652	WFDC5
NM_001303477,NM_152504	C20orf196
NM_001303478	C20orf196
NM_001303479	C20orf196
NM_001330729	CTNNB1
NM_001098209,NM_001098210,NM_001904	CTNNB1
NM_053041	COMMD7
NM_001099339	COMMD7
NM_182519	BPIFB4
NM_001302998	LIPI
NM_198996	LIPI
NM_001303000	LIPI
NM_001302999	LIPI
NM_001303001	LIPI
NM_001088	AANAT
NM_001166579	AANAT
NM_001085464	CTNND1
NM_001085467,NM_001085468,NM_001085469,NM_001206890	CTNND1
NM_001085460,NM_001085461,NM_001085462	CTNND1
NM_001206883	CTNND1
NM_001085466	CTNND1
NM_001206884	CTNND1
NM_001206887	CTNND1
NM_001085458	CTNND1
NM_001331	CTNND1
NM_001206885	CTNND1
NM_001085459	CTNND1
NM_001085463	CTNND1
NM_001206886	CTNND1
NM_001206888,NM_001206889,NM_001206891	CTNND1
NM_001085465	CTNND1
NM_001321023	LOC150051
NM_152505	LCA5L
NM_001080444	IGSF5
NM_173354	SIK1
NM_001288715	CTNND2
NM_001288717	CTNND2
NM_001288716	CTNND2
NM_001332	CTNND2
NM_139173	SLC9B1
NM_001100874	SLC9B1
NM_014406	CCT8L2
NM_001318251,NM_175878	XKR3
NM_001146288	AIFM3
NM_001018060	AIFM3
NM_144704	AIFM3
NM_001128633	RIMBP3C
NM_182520	C22orf15
NM_001331041	C22orf15
NM_001329457,NM_152510	HORMAD2
NM_001329458	HORMAD2
NM_001304794,NM_001304795,NM_152511	DUSP18
NM_001304796	DUSP18
NM_001010859	C22orf42
NM_152512	ENTHD1
NM_138481	CHADL
NM_152513	MEI1
NM_001002034	FAM109B
NM_001318323	NFAM1
NM_145912	NFAM1
NM_001177675	PNPLA5
NM_138814	PNPLA5
NM_207327	CDPF1
NM_153712	TTL
NM_152515	CKAP2L
NM_001304361	CKAP2L
NM_001330336	CBWD2
NM_172003	CBWD2
NM_001330340,NM_001330342	CBWD2
NM_001330337	CBWD2
NM_001330339	CBWD2
NM_001286559	TEKT4
NM_144705	TEKT4
NM_198274	SMYD1
NM_001330364	SMYD1
NM_001317992,NM_144706	C2orf15
NM_001907	CTRL
NM_148961	OTOS
NM_173351	OR6B3
NM_152516	COMMD1
NM_001321781,NM_001321782	COMMD1
NM_001165977,NM_001165978,NM_144707	PROM2
NM_001321070	PROM2
NM_144708	ANKAR
NM_001080410	FBXO41
NM_001321529	GPAT2
NM_001321525,NM_001321526,NM_001321527	GPAT2
NM_001321530	GPAT2
NM_207328	GPAT2
NM_001321531	GPAT2
NM_001321528	GPAT2
NM_001163523,NM_001163524,NM_001324490	ITPRIPL1
NM_178495	ITPRIPL1
NM_001008949	ITPRIPL1
NM_001077637	WTH3DI
NM_173511	FAM117B
NM_175769	TCF23
NM_001168241	GAREM2
NM_001191033	GAREM2
NM_001322127	PUS10
NM_001322123,NM_001322124,NM_144709	PUS10
NM_001321502	SEPT10
NM_001321507	SEPT10
NM_001321501	SEPT10
NM_001321512	SEPT10
NM_001321515	SEPT10
NM_001321496	SEPT10
NM_001321510	SEPT10
NM_001321498	SEPT10
NM_001321500	SEPT10
NM_001321508	SEPT10
NM_001321503	SEPT10
NM_001321506	SEPT10
NM_001321513	SEPT10
NM_001321511	SEPT10
NM_001321509	SEPT10
NM_001321514	SEPT10
NM_001321505	SEPT10
NM_001321499	SEPT10
NM_001321504	SEPT10
NM_178584	SEPT10
NM_144710	SEPT10
NM_001307976	KANSL1L
NM_152519	KANSL1L
NM_001170585	PLB1
NM_153021	PLB1
NM_182521	ZSWIM2
NM_001113397	ZNF385B
NM_001113398,NM_001282725	ZNF385B
NM_152520	ZNF385B
NM_001291832	ERFE
NM_152522	ARL6IP6
NM_001350068	ARL6IP6
NM_152523	CCNYL1
NM_001330218	CCNYL1
NM_001142300	CCNYL1
NM_144711	KLHL23
NM_001080545,NM_001261425	PPP1R1C
NM_001261424	PPP1R1C
NM_001168217	C2CD6
NM_001168216	C2CD6
NM_152525	C2CD6
NM_001168221	C2CD6
NM_153038	CCDC140
NM_001144889	SLC23A3
NM_001144890	SLC23A3
NM_144712	SLC23A3
NM_001077191,NM_001077194,NM_001321950,NM_170699	GPBAR1
NM_145175	FAM84A
NM_144713	RMDN2
NM_001170793	RMDN2
NM_001170791,NM_001170792,NM_001322211	RMDN2
NM_001322212	RMDN2
NM_182828	GDF7
NM_152792	ASPRV1
NM_001330279	WDSUB1
NM_001307994	WDSUB1
NM_001330276	WDSUB1
NM_001128212,NM_001128213,NM_001330278,NM_152528	WDSUB1
NM_001330280	WDSUB1
NM_001330277	WDSUB1
NM_001330274	WDSUB1
NM_001135098	UPP2
NM_173355	UPP2
NM_001033045,NM_001267050,NM_152529	GPR155
NM_001267051	GPR155
NM_133462	TTC14
NM_001288582	TTC14
NM_001042601	TTC14
NM_001005527,NM_182522	FAM19A4
NM_001012409,NM_001199251	SGO1
NM_001012412,NM_001199254	SGO1
NM_001012411,NM_001199253	SGO1
NM_001199256,NM_138484	SGO1
NM_001199257	SGO1
NM_001012410,NM_001199252	SGO1
NM_001012413,NM_001199255	SGO1
NM_001252657	PP2D1
NM_144715	EFHB
NM_001330688	EFHB
NM_139245	PPM1L
NM_001317911	PPM1L
NM_001317912	PPM1L
NM_001348951,NM_001348952	WDR49
NM_001172780	LRRC34
NM_001172779	LRRC34
NM_153353	LRRC34
NM_138815	DPPA2
NM_199511,NM_199512	CCDC80
NM_181780	BTLA
NM_001085357	BTLA
NM_001334	CTSO
NM_001277074	CCDC12
NM_144716	CCDC12
NM_178496	MB21D2
NM_001318027	PPP4R2
NM_001318028	PPP4R2
NM_174907	PPP4R2
NM_001318026	PPP4R2
NM_001318025	PPP4R2
NM_001308069	XXYLT1
NM_152531	XXYLT1
NM_022343	GLIPR2
NM_001287012	GLIPR2
NM_001287011	GLIPR2
NM_001287013	GLIPR2
NM_001287014	GLIPR2
NM_001287010	GLIPR2
NM_001012337,NM_001308313	ROPN1B
NM_152533	C3orf22
NM_001243729	PQLC2L
NM_001099777	PQLC2L
NM_001130002	PQLC2L
NM_001130001	PQLC2L
NM_001335	CTSW
NM_001331186	CMC1
NM_001331187	CMC1
NM_001331189	CMC1
NM_001331185	CMC1
NM_001331190	CMC1
NM_182523	CMC1
NM_152534	NEK10
NM_001304384	NEK10
NM_199347	NEK10
NM_001031741	NEK10
NM_174908	CCDC50
NM_178335	CCDC50
NM_001083308	PYDC2
NM_001331078,NM_144718	SPICE1
NM_001331079	SPICE1
NM_001320308	CMTM8
NM_178868	CMTM8
NM_144719	CCDC13
NM_001320276	FGD5
NM_152536	FGD5
NM_181500	CUX1
NM_181552	CUX1
NM_001202544	CUX1
NM_001202545	CUX1
NM_001913	CUX1
NM_001202546	CUX1
NM_001202543	CUX1
NM_001206955,NM_001350095,NM_175607	CNTN4
NM_175613	CNTN4
NM_001206956	CNTN4
NM_001171174	CX3CR1
NM_001171171,NM_001171172,NM_001337	CX3CR1
NM_152538	IGSF11
NM_001015887	IGSF11
NM_001306215	ZNF827
NM_178835	ZNF827
NM_001338	CXADR
NM_001207066	CXADR
NM_001207064	CXADR
NM_001207065	CXADR
NM_001207063	CXADR
NM_001128924	SH3D19
NM_001009555	SH3D19
NM_001128923,NM_001243349	SH3D19
NM_001278623,NM_001278624,NM_152995	NFXL1
NM_207330	NIPAL1
NM_001040202	PAQR3
NM_001350105,NM_001350106	PAQR3
NM_001080505	SHISA3
NM_152540	SCFD2
NM_001277353	MGAT4D
NM_001286053,NM_001286054	ZNF595
NM_182524	ZNF595
NM_001286052	ZNF595
NM_001205201,NM_001586	TEX28
NM_153027	FAM218A
NM_001306134	JAKMIP1
NM_001306133,NM_144720	JAKMIP1
NM_001099433	JAKMIP1
NM_148923	CYB5A
NM_001190807	CYB5A
NM_001914	CYB5A
NM_144721	THAP6
NM_001317791	THAP6
NM_001257072	C4orf26
NM_001206981	C4orf26
NM_178497	C4orf26
NM_175737	KLB
NM_001013622,NM_001174070	FAM53A
NM_001297435	FAM53A
NM_152542	PPM1K
NM_152543	C4orf45
NM_001350233	TRMT44
NM_152544	TRMT44
NM_000684	ADRB1
NM_001300735	RASGEF1B
NM_001300736	RASGEF1B
NM_152545	RASGEF1B
NM_032552	DAB2IP
NM_138709	DAB2IP
NM_001258287	SLC38A9
NM_001349382,NM_001349383,NM_001349384,NM_173514	SLC38A9
NM_001258286	SLC38A9
NM_001282429	SLC38A9
NM_001349385	SLC38A9
NM_153607	CREBRF
NM_001168393,NM_001168394	CREBRF
NM_001349336	SLC25A48
NM_145282	SLC25A48
NM_001349335	SLC25A48
NM_001349345	SLC25A48
NM_174909	TMEM167A
NM_001349407	TMEM161B
NM_001289007	TMEM161B
NM_001289008	TMEM161B
NM_001349400,NM_001349402,NM_001349403,NM_001349405	TMEM161B
NM_153354	TMEM161B
NM_001330421	CYB561
NM_001017916,NM_001017917,NM_001915	CYB561
NM_152546	SRFBP1
NM_000101	CYBA
NM_001244734	MARVELD2
NM_001038603	MARVELD2
NM_001306149,NM_001306150	C5orf38
NM_178569	C5orf38
NM_001294337	C5orf38
NM_001134222,NM_033267	IRX2
NM_001308245	BTNL9
NM_152547	BTNL9
NM_000397	CYBB
NM_152548	FAM81B
NM_144725	TTC23L
NM_001317949	TTC23L
NM_001916	CYC1
NM_130899	FAM71B
NM_138492	PRELID2
NM_205846	PRELID2
NM_182960	PRELID2
NM_152550	SH3RF2
NM_021118	CYLC1
NM_001271680	CYLC1
NM_144726	RNF145
NM_001199381	RNF145
NM_001199380	RNF145
NM_001199382	RNF145
NM_001199383	RNF145
NM_001340	CYLC2
NM_001013623	ZC2HC1B
NM_000024	ADRB2
NM_001042355,NM_001042412	CYLD
NM_015247	CYLD
NM_152551	SNRNP48
NM_173515	CNKSR3
NM_130900	RAET1L
NM_001277185	SAMD3
NM_001017373,NM_001258275	SAMD3
NM_138574	HDGFL1
NM_173516	PNLDC1
NM_001271862	PNLDC1
NM_001286398	RNF217
NM_152553	RNF217
NM_001017361	KHDC3L
NM_001031743	CFAP206
NM_001134405	RUNDC3B
NM_001134406	RUNDC3B
NM_138290	RUNDC3B
NM_152701	ABCA13
NM_001080511	CLEC2L
NM_133265	AMOT
NM_001113490	AMOT
NM_001284342	VKORC1L1
NM_173517	VKORC1L1
NM_001301007	AMOTL1
NM_130847	AMOTL1
NM_001282855,NM_001321293,NM_178827	IQUB
NM_001024603	C7orf77
NM_153033	KCTD7
NM_001167961	KCTD7
NM_000764	CYP2A7
NM_030589	CYP2A7
NM_001024607	C7orf66
NM_000025	ADRB3
NM_001085429	TMEM213
NM_175571	GIMAP8
NM_001308292	CRYGN
NM_144727	CRYGN
NM_001001661	ZNF425
NM_001163474	ZNF746
NM_152557	ZNF746
NM_133463	AMZ1
NM_001321766	AMZ1
NM_001284355	AMZ1
NM_152559	METTL27
NM_001077621	VPS37D
NM_053043	RBM33
NM_176813	AGR3
NM_001619	GRK2
NM_001348386	CYP2D7
NM_005160	GRK3
NM_001080826	PRAG1
NM_144962	PEBP4
NM_001317906	CDCA2
NM_152562	CDCA2
NM_001317907	CDCA2
NM_194291	TMEM65
NM_001270377,NM_001270378,NM_198401	ANKRD46
NM_001270379	ANKRD46
NM_001017420	ESCO2
NM_174911	FAM84B
NM_177965	C8orf37
NM_181661	VPS13B
NM_017890	VPS13B
NM_152564	VPS13B
NM_015243	VPS13B
NM_175075	TDRP
NM_001256113	TDRP
NM_138817	SLC7A13
NM_153015	TMEM74
NM_001136161	MCMDC2
NM_173518	MCMDC2
NM_001136160	MCMDC2
NM_173519	CLVS1
NM_152568	NKX6-3
NM_001031836	KCNU1
NM_015447	CAMSAP1
NM_173520	C9orf62
NM_152569	C9orf66
NM_001317923	ADSL
NM_001123378	ADSL
NM_000026	ADSL
NM_001258282,NM_152570	LINGO2
NM_001161625	NXNL2
NM_145283	NXNL2
NM_152571	C9orf163
NM_206920	MAMDC4
NM_198946	LCN6
NM_152572	AK8
NM_001317959	AK8
NM_001317958	AK8
NM_194252	TTLL11
NM_001139442	TTLL11
NM_152573	RASEF
NM_001168339	TTC39B
NM_001168341	TTC39B
NM_001168340	TTC39B
NM_001168342	TTC39B
NM_152574	TTC39B
NM_144964	TRMT10B
NM_001286950	TRMT10B
NM_001286954	TRMT10B
NM_001286952	TRMT10B
NM_001286953	TRMT10B
NM_001286951	TRMT10B
NM_144965	TTC16
NM_001317037	TTC16
NM_001322224	FAM120AOS
NM_198841	FAM120AOS
NM_001287050	SAXO1
NM_153707	SAXO1
NM_001287049	SAXO1
NM_001177704	FREM1
NM_144966	FREM1
NM_001017969	KIAA2026
NM_001007169	ZNF483
NM_133464	ZNF483
NM_001080551	C9orf84
NM_173521	C9orf84
NM_139246	TSTD2
NM_001346993	ZNF782
NM_001001662,NM_001346991	ZNF782
NM_001346995	ZNF782
NM_001330680	PRUNE2
NM_001308050	PRUNE2
NM_015225	PRUNE2
NM_001308049	PRUNE2
NM_001308047	PRUNE2
NM_001308051	PRUNE2
NM_001308048	PRUNE2
NM_152577	ZNF645
NM_001102576,NM_153478	CSAG1
NM_152578	FMR1NB
NM_007157	ZXDB
NM_203408	FAM47A
NM_001177475	MOSPD2
NM_001330241	MOSPD2
NM_152581	MOSPD2
NM_144967	ARHGAP36
NM_001282607	ARHGAP36
NM_001330651	ARHGAP36
NM_144968	RIBC1
NM_001267053	RIBC1
NM_001031745	RIBC1
NM_001008534	AKAP14
NM_001008535	AKAP14
NM_178813	AKAP14
NM_139282	RHOXF1
NM_173523	MAGEB6
NM_001025265	CXorf65
NM_001013579	AWAT1
NM_001002254	AWAT2
NM_201286	USP51
NM_001006938	TCEAL6
NM_001126	ADSS
NM_001330455	CXorf38
NM_144970	CXorf38
NM_001331094	FAM122B
NM_001170756	FAM122B
NM_001166600	FAM122B
NM_001331090	FAM122B
NM_001170757	FAM122B
NM_001331091	FAM122B
NM_001331088	FAM122B
NM_001331092	FAM122B
NM_001331089	FAM122B
NM_001166599	FAM122B
NM_145284	FAM122B
NM_001331093	FAM122B
NM_001170782	FAM122C
NM_001170781	FAM122C
NM_001170783,NM_001170784	FAM122C
NM_001170780	FAM122C
NM_138819	FAM122C
NM_001170779	FAM122C
NM_001350995	USP54
NM_001320441	USP54
NM_152586	USP54
NM_001320437	USP54
NM_145285	NKX2-3
NM_001008723	CFAP58
NM_181645	DEUP1
NM_001605	AARS
NM_021080	DAB1
NM_138294	PATE1
NM_001343	DAB2
NM_001244871	DAB2
NM_001330368	C11orf65
NM_001351110	C11orf65
NM_152587	C11orf65
NM_004392	DACH1
NM_080760	DACH1
NM_080759	DACH1
NM_173525	C11orf42
NM_001344	DAD1
NM_001320321	TMTC2
NM_001320322	TMTC2
NM_152588	TMTC2
NM_138337	CLEC12A
NM_001300730	CLEC12A
NM_201623	CLEC12A
NM_001207010	CLEC12A
NM_172004	CLECL1
NM_001267701	CLECL1
NM_001253750	CLECL1
NM_001300904	CD55
NM_000574	CD55
NM_001300902	CD55
NM_001114752	CD55
NM_001300903	CD55
NM_181783	TMTC3
NM_152589	C12orf50
NM_001034173	ALDH1L2
NM_001145728	LMNTD1
NM_001145729	LMNTD1
NM_001145727	LMNTD1
NM_152590	LMNTD1
NM_001256266	LMNTD1
NM_001165928,NM_001177634,NM_001177635,NM_001177636,NM_001177637,NM_001177638,NM_001177639,NM_001177640,NM_001177641,NM_001177642,NM_001177643,NM_001177644,NM_004393	DAG1
NM_001308339	DENND5B
NM_144973	DENND5B
NM_001345,NM_001351033,NM_001351034,NM_201444,NM_201445,NM_201554	DGKA
NM_001351038,NM_001351039,NM_001351040	DGKA
NM_001351036,NM_001351037	DGKA
NM_001351035	DGKA
NM_001271856	GRASP
NM_181711	GRASP
NM_001350707,NM_001350708,NM_001350709	DGKB
NM_001350720,NM_001350721	DGKB
NM_001350715,NM_001350716	DGKB
NM_001350705,NM_001350706	DGKB
NM_001350724	DGKB
NM_001350711,NM_001350712,NM_001350714	DGKB
NM_145695	DGKB
NM_001350722,NM_001350723	DGKB
NM_001350717,NM_001350718,NM_001350719	DGKB
NM_145913	SLC5A8
NM_139283	PPTC7
NM_178499	CCDC60
NM_001080744	DGKG
NM_001346	DGKG
NM_001080745	DGKG
NM_001204506	DGKH
NM_001297429	DGKH
NM_178009	DGKH
NM_001204504,NM_152910	DGKH
NM_001204505	DGKH
NM_001350617,NM_001350618	CCDC122
NM_144974	CCDC122
NM_180989	GPR180
NM_001347	DGKQ
NM_004394	DAP
NM_001291963	DAP
NM_173526	FAM71D
NM_001348542,NM_001348543,NM_001348544,NM_001348546,NM_001348547,NM_001348548,NM_001348549,NM_182526	TMEM229B
NM_001348541	TMEM229B
NM_152592	SYNE3
NM_001288729,NM_001288730,NM_001288731,NM_004938	DAPK1
NM_203402	FITM1
NM_173527	REM2
NM_001017970	TMEM30B
NM_001348	DAPK3
NM_001010860	SAMD15
NM_174913	NOP9
NM_001286367	NOP9
NM_183387	EML5
NM_153700	STRC
NM_001293312	DARS
NM_001349	DARS
NM_173528	CFAP161
NM_001033559	DNAAF4
NM_001033560	DNAAF4
NM_130810	DNAAF4
NM_004081	DAZ1
NM_130901	OTUD7A
NM_001329907	OTUD7A
NM_152594	SPRED1
NM_175881	ODF3L1
NM_152595	PGBD4
NM_001012969,NM_001324364,NM_001324365,NM_001324368	ADAL
NM_001159280	ADAL
NM_001324366	ADAL
NM_001324367	ADAL
NM_001286441	EXD1
NM_152596	EXD1
NM_153813	ZFPM1
NM_001145400	ADAD2
NM_139174	ADAD2
NM_014618	BRINP1
NM_001034841	ITPRIPL2
NM_001145545	C16orf82
NM_000787	DBH
NM_001178017	DBI
NM_001178042,NM_001282633,NM_001282634,NM_001282635,NM_020548	DBI
NM_001079862	DBI
NM_001178041	DBI
NM_001079863	DBI
NM_001282636	DBI
NM_001178043	DBI
NM_001318469,NM_001318471,NM_001318472,NM_001318473,NM_001318474,NM_153688	ZFP1
NM_001318475,NM_001318476	ZFP1
NM_153228	ANKFN1
NM_152599	MFSD6L
NM_001330183	SLFN5
NM_144975	SLFN5
NM_153006	NAGS
NM_178126	RETREG3
NM_001168215,NM_153229	TMEM92
NM_001143804	PHOSPHO1
NM_178500	PHOSPHO1
NM_145068	TRPV3
NM_001258205	TRPV3
NM_153357	SLC16A11
NM_145287	ZNF519
NM_173529	C18orf54
NM_001288980,NM_001288981	C18orf54
NM_001288982	C18orf54
NM_004395	DBN1
NM_080881	DBN1
NM_001352	DBP
NM_001918	DBT
NM_001161425,NM_001161426,NM_173530	ZNF610
NM_001161427	ZNF610
NM_198457	ZNF600
NM_001321866,NM_001321867	ZNF600
NM_001277093	ZNF550
NM_001277090,NM_001277091,NM_001277092	ZNF550
NM_145288	ZNF296
NM_001270614,NM_133328	DEDD2
NM_001270615	DEDD2
NM_001077624	ZNF846
NM_175883	OR7D2
NM_001282	AP2B1
NM_001030006	AP2B1
NM_152600	ZNF579
NM_153358	ZNF791
NM_144976	ZNF564
NM_152601	ZNF709
NM_001308346	ZNF433
NM_001308351,NM_001308355,NM_001308357	ZNF433
NM_001080411	ZNF433
NM_001308348	ZNF433
NM_001300979,NM_001322913,NM_001322914,NM_001322915,NM_001322916,NM_001322917,NM_001322918,NM_001322919,NM_001322920	ZNF567
NM_001322911,NM_001322912,NM_152603	ZNF567
NM_001345947,NM_001345948,NM_001345949,NM_152604	ZNF383
NM_152605	ZNF781
NM_153232	EID2
NM_001134316	PRR22
NM_139284	LGI4
NM_001297735	SYNE4
NM_001039876	SYNE4
NM_001001411	ZNF676
NM_173531	ZNF100
NM_001172225,NM_152606	ZNF540
NM_001172226	ZNF540
NM_000788	DCK
NM_001320257	GBP6
NM_198460	GBP6
NM_001920,NM_133503	DCN
NM_133504	DCN
NM_133506	DCN
NM_133505	DCN
NM_133507	DCN
NM_001010861	PLPPR5
NM_001037317	PLPPR5
NM_144977	DENND1B
NM_001195216	DENND1B
NM_001300858	DENND1B
NM_001195215	DENND1B
NM_001012732	DCTD
NM_001921	DCTD
NM_001199092	TDRD5
NM_001199091,NM_001349923,NM_173533	TDRD5
NM_001199085,NM_001199089	TDRD5
NM_001349931,NM_001349933,NM_022347	TOR1AIP2
NM_001199260,NM_001349934,NM_001349935,NM_001349936,NM_001349937,NM_145034	TOR1AIP2
NM_152830	ACE
NM_001178057	ACE
NM_000789	ACE
NM_138705	CALML6
NM_001330313	CALML6
NM_173065	IFNLR1
NM_170743	IFNLR1
NM_173064	IFNLR1
NM_133467	CITED4
NM_001110533	LEXM
NM_152607	LEXM
NM_173080	SPRR4
NM_001320269	KANK4
NM_181712	KANK4
NM_001304829	SASS6
NM_194292	SASS6
NM_001129889	DCT
NM_001322186	DCT
NM_001922	DCT
NM_001322182,NM_001322183,NM_001322184,NM_001322185	DCT
NM_152608	SDE2
NM_152609	CNST
NM_001139459	CNST
NM_001135040	DCTN1
NM_023019	DCTN1
NM_004082	DCTN1
NM_001190836	DCTN1
NM_001190837	DCTN1
NM_001135041	DCTN1
NM_207334	FAM43B
NM_001017975	HFM1
NM_000555	DCX
NM_178151,NM_178153	DCX
NM_178152	DCX
NM_001195553	DCX
NM_001105669	TTC24
NM_203412	UBL4B
NM_001923	DDB1
NM_172005	WFDC13
NM_001304787	APCDD1L
NM_153360	APCDD1L
NM_000107	DDB2
NM_001300734	DDB2
NM_152611	LRRN4
NM_001008409	TTLL9
NM_001353	AKR1C1
NM_001135241	AKR1C2
NM_001354,NM_205845	AKR1C2
NM_001321027	AKR1C2
NM_182527	CABP7
NM_001166004	APOBEC3H
NM_001166003	APOBEC3H
NM_181773	APOBEC3H
NM_001166002	APOBEC3H
NM_152613	WBP2NL
NM_001199742	GADD45A
NM_001199741	GADD45A
NM_001924	GADD45A
NM_001350317	TTLL8
NM_001330004	DAW1
NM_178821	DAW1
NM_001195057,NM_004083	DDIT3
NM_001195053,NM_001195054,NM_001195055,NM_001195056	DDIT3
NM_001129	AEBP1
NM_005216	DDOST
NM_001351561	CCDC138
NM_001351555	CCDC138
NM_144978	CCDC138
NM_001351559	CCDC138
NM_001351548	CCDC138
NM_001303105	CCDC138
NM_001351551	CCDC138
NM_001351554	CCDC138
NM_001351544	CCDC138
NM_001351549	CCDC138
NM_001351557	CCDC138
NM_001351553	CCDC138
NM_001303106,NM_001351565	CCDC138
NM_001351545	CCDC138
NM_001145168	ADGRF3
NM_001321971	ADGRF3
NM_001321975	ADGRF3
NM_153835	ADGRF3
NM_001145169	ADGRF3
NM_148962	OXER1
NM_199280	TOGARAM2
NM_001321539	TOGARAM2
NM_001321538	TOGARAM2
NM_001084392,NM_001355	DDT
NM_182528	C1QL2
NM_181713	UBXN2A
NM_001258027	CLEC4F
NM_173535	CLEC4F
NM_001321308	CLEC4F
NM_001257191,NM_004397	DDX6
NM_001113523	PARP15
NM_001308321	PARP15
NM_001308320	PARP15
NM_152615	PARP15
NM_001040100,NM_001320679	SPTSSB
NM_001290322	DMXL1
NM_001290321,NM_001349239	DMXL1
NM_001349240,NM_005509	DMXL1
NM_001168271	GPR156
NM_153002	GPR156
NM_194293	XIRP1
NM_001351377	XIRP1
NM_001198621	XIRP1
NM_152617	RNF168
NM_001130	AES
NM_198969	AES
NM_198970	AES
NM_004399	DDX11
NM_001257145	DDX11
NM_030653	DDX11
NM_001257144,NM_152438	DDX11
NM_198859	PRICKLE2
NM_001178007,NM_152618	BBS12
NM_001040261	DCLK2
